county_fips,county_name,state_name,allindustries_2012,allindustries_2013,allindustries_2014,allindustries_2015,pop_2012,pop_2013,pop_2014,pop_2015,metro,specialize
'05017',Chicot,AR,255790,275270,268917,252684,11473,11344,11196,10985,Non-Metro,Farming
'05021',Clay,AR,295622,324551,321563,300495,15568,15312,15143,15067,Non-Metro,Farming
'05077',Lee,AR,174313,204247,203584,191056,10162,9991,9798,9645,Non-Metro,Farming
'05101',Newton,AR,73313,81016,83821,78814,8087,8078,7914,7923,Non-Metro,Farming
'05117',Prairie,AR,140058,158134,159138,146862,8460,8364,8314,8280,Non-Metro,Farming
'06011',Colusa,CA,1133356,1196802,1253301,1418490,21323,21322,21256,21318,Non-Metro,Farming
'06021',Glenn,CA,806251,900458,965358,995172,27938,27915,27982,27961,Non-Metro,Farming
'08009',Baca,CO,117957,112453,109984,111609,3762,3682,3630,3599,Non-Metro,Farming
'08011',Bent,CO,103899,102646,103610,106929,5811,5738,5780,5892,Non-Metro,Farming
'08017',Cheyenne,CO,87492,89302,93554,88234,1873,1881,1841,1816,Non-Metro,Farming
'08021',Conejos,CO,110362,114055,117740,119764,8279,8257,8276,8125,Non-Metro,Farming
'08023',Costilla,CO,88493,86056,88141,84353,3603,3521,3540,3563,Non-Metro,Farming
'08033',Dolores,CO,36521,41778,70476,72048,1998,2030,1975,1981,Non-Metro,Farming
'08039',Elbert,CO,323042,331107,332500,351044,23400,23670,24128,24698,Metro,Farming
'08057',Jackson,CO,53347,45940,46062,45096,1347,1355,1395,1352,Non-Metro,Farming
'08061',Kiowa,CO,70129,73320,68900,68812,1438,1417,1409,1414,Non-Metro,Farming
'08063',Kit Carson,CO,399830,366582,414002,407611,8107,8279,8054,8234,Non-Metro,Farming
'08095',Phillips,CO,189199,182495,185766,196781,4382,4357,4380,4326,Non-Metro,Farming
'08109',Saguache,CO,135088,141810,147921,157810,6305,6209,6161,6209,Non-Metro,Farming
'08115',Sedgwick,CO,78181,78774,79092,80548,2372,2342,2330,2385,Non-Metro,Farming
'08121',Washington,CO,145960,155032,162115,167962,4737,4781,4784,4860,Non-Metro,Farming
'08125',Yuma,CO,572414,594564,635957,638013,10117,10205,10232,10095,Non-Metro,Farming
'12051',Hendry,FL,1172778,1168329,1172616,1241872,37777,37630,38294,38890,Non-Metro,Farming
'13007',Baker,GA,97237,84584,74957,68383,3365,3319,3258,3160,Metro,Farming
'13027',Brooks,GA,226121,224291,223071,224371,15648,15664,15534,15692,Metro,Farming
'13037',Calhoun,GA,113194,98447,92420,93093,6489,6513,6423,6465,Non-Metro,Farming
'13155',Irwin,GA,185240,189547,177261,196613,9642,9399,9133,9227,Non-Metro,Farming
'13201',Miller,GA,143059,153529,160297,166534,5971,5885,5925,5846,Non-Metro,Farming
'13221',Oglethorpe,GA,175445,185721,181750,193334,14620,14533,14714,14925,Metro,Farming
'13253',Seminole,GA,208457,213269,214718,218816,8908,8871,8628,8606,Non-Metro,Farming
'13315',Wilcox,GA,137968,126995,120630,124623,8977,8970,8850,8864,Non-Metro,Farming
'13321',Worth,GA,300190,307954,311742,325163,21375,21085,21025,20708,Metro,Farming
'16031',Cassia,ID,1082199,1130815,1186247,1171309,23291,23365,23547,23497,Non-Metro,Farming
'16033',Clark,ID,43148,49032,55322,51715,874,862,874,872,Non-Metro,Farming
'16041',Franklin,ID,230003,241246,248073,252084,12826,12842,12956,13033,Metro,Farming
'16047',Gooding,ID,731656,726539,726168,697065,15238,15109,15060,15193,Non-Metro,Farming
'16051',Jefferson,ID,493363,502314,506634,525550,26658,26842,26988,27153,Metro,Farming
'16053',Jerome,ID,893781,916034,963189,961407,22491,22552,22719,22716,Non-Metro,Farming
'16061',Lewis,ID,137026,143980,150948,155827,3839,3819,3826,3791,Non-Metro,Farming
'16063',Lincoln,ID,162037,170272,181751,183103,5260,5309,5313,5309,Non-Metro,Farming
'16067',Minidoka,ID,618332,704814,753489,780153,20113,20295,20244,20387,Non-Metro,Farming
'16071',Oneida,ID,81944,91728,99741,96460,4233,4278,4200,4289,Non-Metro,Farming
'16073',Owyhee,ID,276405,301179,311723,296014,11398,11395,11294,11305,Metro,Farming
'16077',Power,ID,413264,480272,510579,556076,7809,7732,7663,7620,Non-Metro,Farming
'17013',Calhoun,IL,67601,79278,71514,63115,5021,5036,4963,4898,Metro,Farming
'17061',Greene,IL,269272,316608,275129,232945,13631,13511,13402,13313,Non-Metro,Farming
'17065',Hamilton,IL,149519,197003,234728,229622,8372,8329,8295,8198,Non-Metro,Farming
'17071',Henderson,IL,130847,169473,141821,116102,7049,6957,6985,6971,Non-Metro,Farming
'17075',Iroquois,IL,843193,1018407,952137,858991,29300,28982,28804,28651,Non-Metro,Farming
'17079',Jasper,IL,521752,641783,637938,510600,9646,9574,9615,9591,Non-Metro,Farming
'17129',Menard,IL,204135,223110,222205,193463,12726,12605,12578,12454,Metro,Farming
'17147',Piatt,IL,364089,433325,406918,384647,16523,16444,16438,16380,Metro,Farming
'17171',Scott,IL,112770,140349,121980,97857,5293,5208,5177,5114,Non-Metro,Farming
'17173',Shelby,IL,498112,541812,488566,462791,22252,22177,22109,21801,Non-Metro,Farming
'17175',Stark,IL,182996,222147,206945,219221,5937,5886,5836,5764,Metro,Farming
'18007',Benton,IN,326956,401826,384694,385245,8812,8722,8689,8674,Metro,Farming
'18171',Warren,IN,201679,225249,227862,232689,8391,8378,8330,8280,Non-Metro,Farming
'19009',Audubon,IA,221708,241462,247758,225509,5883,5882,5785,5738,Non-Metro,Farming
'19023',Butler,IA,456106,480559,507095,497477,14991,15017,14972,14896,Non-Metro,Farming
'19025',Calhoun,IA,335853,352113,335783,320150,9924,9922,9861,9828,Non-Metro,Farming
'19051',Davis,IA,178091,189982,194085,197322,8697,8762,8745,8777,Non-Metro,Farming
'19069',Franklin,IA,503780,549992,583777,544990,10523,10522,10442,10308,Non-Metro,Farming
'19073',Greene,IA,409084,439442,438660,421584,9171,9145,9129,8960,Non-Metro,Farming
'19075',Grundy,IA,457183,470843,485001,500134,12440,12324,12376,12413,Metro,Farming
'19077',Guthrie,IA,384740,414429,407226,382684,10777,10679,10710,10663,Metro,Farming
'19079',Hamilton,IA,613676,676282,650019,627686,15327,15330,15189,15213,Non-Metro,Farming
'19083',Hardin,IA,781122,823767,814275,793228,17353,17413,17354,17276,Non-Metro,Farming
'19085',Harrison,IA,442706,475589,509530,507937,14522,14415,14342,14248,Metro,Farming
'19089',Howard,IA,395611,416462,404696,384909,9576,9476,9400,9367,Non-Metro,Farming
'19107',Keokuk,IA,252657,267712,262255,239732,10397,10305,10220,10129,Non-Metro,Farming
'19109',Kossuth,IA,840389,930665,1009409,1044612,15373,15282,15204,15155,Non-Metro,Farming
'19119',Lyon,IA,631009,778059,851970,898361,11772,11687,11690,11749,Non-Metro,Farming
'19133',Monona,IA,255291,265795,261169,247356,9138,9092,8965,8974,Non-Metro,Farming
'19141',OBrien,IA,623605,696343,705211,723012,14161,14043,14062,13989,Non-Metro,Farming
'19143',Osceola,IA,323584,366313,357884,341175,6180,6206,6193,6127,Non-Metro,Farming
'19147',Palo Alto,IA,434695,478014,465797,441378,9281,9182,9126,9139,Non-Metro,Farming
'19151',Pocahontas,IA,386577,413492,441218,398821,7161,7145,7123,6991,Non-Metro,Farming
'19159',Ringgold,IA,136963,153674,147773,144217,5082,5036,5031,5054,Non-Metro,Farming
'19161',Sac,IA,433627,457305,436479,417492,10177,10050,10060,10009,Non-Metro,Farming
'19171',Tama,IA,464350,491789,475806,475665,17536,17512,17405,17341,Non-Metro,Farming
'19173',Taylor,IA,191848,201630,193520,179294,6237,6210,6155,6229,Non-Metro,Farming
'19195',Worth,IA,276394,336582,401734,393052,7525,7541,7605,7562,Non-Metro,Farming
'19197',Wright,IA,642063,641067,753502,732641,13019,12969,12883,12803,Non-Metro,Farming
'20003',Anderson,KS,184893,194286,183784,178947,7912,7845,7880,7824,Non-Metro,Farming
'20023',Cheyenne,KS,96110,115322,102186,98795,2677,2678,2694,2687,Non-Metro,Farming
'20025',Clark,KS,82447,93852,81619,71046,2179,2194,2120,2089,Non-Metro,Farming
'20033',Comanche,KS,52009,60025,60556,53613,1910,1922,1945,1839,Non-Metro,Farming
'20039',Decatur,KS,94201,105410,101988,95255,2877,2905,2890,2926,Non-Metro,Farming
'20047',Edwards,KS,129835,143960,137527,143975,2980,2965,3022,2970,Non-Metro,Farming
'20049',Elk,KS,97034,107469,99879,90874,2678,2647,2699,2602,Non-Metro,Farming
'20063',Gove,KS,185780,200188,182270,201637,2722,2761,2710,2657,Non-Metro,Farming
'20069',Gray,KS,490752,550919,453341,417754,5983,5996,6078,6095,Non-Metro,Farming
'20071',Greeley,KS,79082,86362,73975,65936,1270,1292,1302,1317,Non-Metro,Farming
'20075',Hamilton,KS,166059,176560,139799,123099,2635,2593,2590,2481,Non-Metro,Farming
'20081',Haskell,KS,400675,500645,399519,359257,4196,4101,4076,4058,Non-Metro,Farming
'20083',Hodgeman,KS,86880,110612,94900,85007,1964,1954,1911,1896,Non-Metro,Farming
'20087',Jefferson,KS,269697,295377,299627,313142,18921,18835,18863,18886,Metro,Farming
'20089',Jewell,KS,93955,115273,99923,93840,3040,3059,3038,2978,Non-Metro,Farming
'20093',Kearny,KS,181866,237161,185279,170275,3983,3921,3944,3948,Non-Metro,Farming
'20097',Kiowa,KS,108263,138156,127428,139055,2505,2527,2525,2558,Non-Metro,Farming
'20101',Lane,KS,105774,129854,111016,96282,1701,1718,1685,1663,Non-Metro,Farming
'20105',Lincoln,KS,117523,128042,122930,115602,3170,3143,3158,3126,Non-Metro,Farming
'20107',Linn,KS,582393,537691,559186,524418,9482,9515,9502,9561,Metro,Farming
'20109',Logan,KS,113219,124808,115658,108819,2792,2780,2784,2814,Non-Metro,Farming
'20115',Marion,KS,328924,346674,293436,290717,12379,12234,12221,12120,Non-Metro,Farming
'20119',Meade,KS,184396,249213,226616,221733,4397,4295,4353,4288,Non-Metro,Farming
'20127',Morris,KS,136957,150597,150022,145163,5852,5717,5678,5650,Non-Metro,Farming
'20129',Morton,KS,142402,158160,151176,128271,3133,3133,3058,2992,Non-Metro,Farming
'20139',Osage,KS,213512,235509,222574,216157,16170,16088,15991,15912,Metro,Farming
'20141',Osborne,KS,125165,125978,116328,109075,3818,3815,3772,3684,Non-Metro,Farming
'20143',Ottawa,KS,114785,134475,121969,119153,6062,6060,6032,5946,Non-Metro,Farming
'20153',Rawlins,KS,108699,120814,116046,115790,2540,2591,2565,2538,Non-Metro,Farming
'20157',Republic,KS,178313,203045,176504,164084,4847,4794,4776,4722,Non-Metro,Farming
'20165',Rush,KS,118279,127411,118473,110140,3208,3179,3171,3102,Non-Metro,Farming
'20171',Scott,KS,398786,471171,351743,286500,4870,4922,4985,4980,Non-Metro,Farming
'20179',Sheridan,KS,165339,205177,166437,164748,2531,2534,2535,2501,Non-Metro,Farming
'20181',Sherman,KS,235359,265935,252880,245426,6106,6077,6064,5976,Non-Metro,Farming
'20183',Smith,KS,127830,142991,133407,123460,3751,3703,3725,3693,Non-Metro,Farming
'20185',Stafford,KS,169952,184875,169278,136393,4343,4340,4293,4236,Non-Metro,Farming
'20187',Stanton,KS,120378,145596,121909,124258,2163,2172,2125,2053,Non-Metro,Farming
'20189',Stevens,KS,233596,336150,292772,259244,5748,5813,5812,5731,Non-Metro,Farming
'20195',Trego,KS,110206,118412,124697,116147,2969,2964,2908,2923,Non-Metro,Farming
'20197',Wabaunsee,KS,112332,125273,123679,129369,7007,7027,6972,6905,Metro,Farming
'20199',Wallace,KS,69419,84050,76994,72309,1528,1566,1509,1513,Non-Metro,Farming
'20201',Washington,KS,177496,203713,172203,164365,5726,5627,5602,5564,Non-Metro,Farming
'20203',Wichita,KS,191925,244329,202305,181230,2230,2185,2170,2145,Non-Metro,Farming
'21001',Adair,KY,329008,351404,337430,345334,18931,19095,19210,19264,Non-Metro,Farming
'21003',Allen,KY,341657,446527,420773,389433,20232,20278,20405,20561,Metro,Farming
'21011',Bath,KY,121554,135649,133360,139857,11802,12004,12173,12261,Non-Metro,Farming
'21027',Breckinridge,KY,307274,352118,336996,344135,20095,20053,19897,19993,Non-Metro,Farming
'21039',Carlisle,KY,147992,165705,174378,169652,5042,4980,4988,4903,Non-Metro,Farming
'21045',Casey,KY,242439,259057,260946,271242,16081,16092,15837,15815,Non-Metro,Farming
'21055',Crittenden,KY,148250,170128,171742,180366,9259,9208,9202,9198,Non-Metro,Farming
'21069',Fleming,KY,251852,274096,263350,267968,14547,14551,14498,14613,Non-Metro,Farming
'21087',Green,KY,132930,153199,145967,141612,11317,11173,11043,11022,Non-Metro,Farming
'21103',Henry,KY,297802,339322,364345,390038,15325,15413,15538,15544,Metro,Farming
'21105',Hickman,KY,114859,176691,143695,144833,4751,4726,4710,4642,Non-Metro,Farming
'21135',Lewis,KY,146708,163236,155125,163570,13754,13698,13760,13576,Non-Metro,Farming
'21149',McLean,KY,168659,235536,215708,232110,9526,9499,9466,9496,Metro,Farming
'21171',Monroe,KY,211942,238536,225543,231245,10844,10701,10672,10653,Non-Metro,Farming
'21181',Nicholas,KY,70719,77543,77655,77018,7027,7034,7075,7088,Non-Metro,Farming
'21187',Owen,KY,154843,156790,171077,167070,10754,10621,10638,10710,Non-Metro,Farming
'21215',Spencer,KY,167960,189661,184829,200914,17426,17576,17736,17979,Metro,Farming
'21219',Todd,KY,244602,298094,275678,272258,12639,12486,12466,12437,Non-Metro,Farming
'21223',Trimble,KY,338504,349460,360799,405688,8830,8808,8732,8763,Metro,Farming
'22035',East Carroll,LA,206399,235091,206920,177429,7573,7503,7454,7295,Non-Metro,Farming
'22107',Tensas,LA,137489,139941,119624,109183,4965,4881,4797,4726,Non-Metro,Farming
'22123',West Carroll,LA,184060,183810,169515,165024,11497,11456,11501,11282,Non-Metro,Farming
'27011',Big Stone,MN,174628,197968,188853,189151,5168,5111,5121,5038,Non-Metro,Farming
'27023',Chippewa,MN,544720,560421,557116,557663,12155,12108,12099,12134,Non-Metro,Farming
'27043',Faribault,MN,509490,535382,520404,499671,14250,14171,14182,14057,Non-Metro,Farming
'27051',Grant,MN,223807,218248,210150,201435,5945,5982,5953,5878,Non-Metro,Farming
'27063',Jackson,MN,579579,601603,599014,566122,10288,10255,10246,10084,Non-Metro,Farming
'27069',Kittson,MN,192328,204761,200031,189347,4506,4490,4443,4405,Non-Metro,Farming
'27073',Lac qui Parle,MN,288209,300394,290686,281396,7122,7004,6887,6852,Non-Metro,Farming
'27081',Lincoln,MN,276804,278807,272062,263423,5805,5803,5805,5767,Non-Metro,Farming
'27089',Marshall,MN,333616,352657,335934,313530,9468,9437,9410,9388,Non-Metro,Farming
'27101',Murray,MN,422036,423419,405638,384273,8588,8544,8443,8412,Non-Metro,Farming
'27107',Norman,MN,244441,256978,242200,228999,6645,6659,6637,6672,Non-Metro,Farming
'27117',Pipestone,MN,452199,457526,457281,449352,9380,9288,9293,9262,Non-Metro,Farming
'27121',Pope,MN,440396,459477,467329,477731,10929,10921,10949,11029,Non-Metro,Farming
'27125',Red Lake,MN,105580,107674,103692,101586,4083,4055,4016,4049,Non-Metro,Farming
'27127',Redwood,MN,645573,633726,595929,570646,15877,15723,15542,15484,Non-Metro,Farming
'27129',Renville,MN,727403,726065,709912,692644,15348,15121,14983,14861,Non-Metro,Farming
'27133',Rock,MN,406862,456152,451799,436867,9559,9522,9519,9608,Non-Metro,Farming
'27143',Sibley,MN,409334,418404,396766,399593,15114,15057,14912,14877,Metro,Farming
'27149',Stevens,MN,589782,584325,572866,562479,9738,9755,9831,9791,Non-Metro,Farming
'27151',Swift,MN,477668,483175,479230,449782,9618,9549,9474,9354,Non-Metro,Farming
'27155',Traverse,MN,174823,180626,171609,170011,3426,3413,3390,3398,Non-Metro,Farming
'27165',Watonwan,MN,372412,390597,385519,379035,11121,11049,10951,10950,Non-Metro,Farming
'27167',Wilkin,MN,285084,301312,295956,286631,6616,6539,6490,6392,Non-Metro,Farming
'27173',Yellow Medicine,MN,438804,455236,460811,444344,10180,10129,10045,9899,Non-Metro,Farming
'28015',Carroll,MS,96813,98933,97858,125242,10409,10354,10249,10238,Non-Metro,Farming
'28055',Issaquena,MS,18525,24069,19453,16129,1411,1413,1384,1330,Non-Metro,Farming
'28119',Quitman,MS,94583,107441,94701,92009,7802,7826,7678,7514,Non-Metro,Farming
'28125',Sharkey,MS,96049,123437,110502,102817,4793,4677,4626,4594,Non-Metro,Farming
'28135',Tallahatchie,MS,256689,269712,262399,255917,15100,15025,14740,14623,Non-Metro,Farming
'29005',Atchison,MO,172357,175045,177087,154189,5518,5424,5363,5301,Non-Metro,Farming
'29013',Bates,MO,265652,278641,284963,280271,16696,16489,16551,16410,Metro,Farming
'29017',Bollinger,MO,122892,121959,136156,149151,12395,12435,12368,12161,Metro,Farming
'29025',Caldwell,MO,108983,118915,120750,118848,9117,9069,9017,9020,Metro,Farming
'29033',Carroll,MO,201057,222540,225261,204500,9096,9097,8995,8945,Non-Metro,Farming
'29041',Chariton,MO,169002,187255,190140,179117,7665,7627,7674,7592,Non-Metro,Farming
'29045',Clark,MO,118996,125400,124711,110287,6978,6906,6884,6810,Non-Metro,Farming
'29057',Dade,MO,125579,134596,137003,128571,7561,7546,7616,7596,Non-Metro,Farming
'29059',Dallas,MO,185154,198944,203420,212865,16781,16503,16395,16413,Metro,Farming
'29061',Daviess,MO,152968,146232,147035,138346,8268,8266,8292,8252,Non-Metro,Farming
'29075',Gentry,MO,188389,184547,181069,164407,6803,6777,6798,6685,Non-Metro,Farming
'29081',Harrison,MO,174418,183215,184525,181404,8734,8718,8624,8613,Non-Metro,Farming
'29087',Holt,MO,114245,124444,124708,121209,4663,4583,4518,4471,Non-Metro,Farming
'29089',Howard,MO,163829,175970,184864,189490,10189,10236,10136,10123,Non-Metro,Farming
'29103',Knox,MO,87372,92102,92116,87618,4089,4069,3992,3899,Non-Metro,Farming
'29111',Lewis,MO,181184,189323,190070,183801,10159,10136,10116,10186,Non-Metro,Farming
'29121',Macon,MO,331491,344517,359804,374132,15552,15488,15463,15321,Non-Metro,Farming
'29125',Maries,MO,119031,125839,127267,123766,9053,9070,8998,8958,Non-Metro,Farming
'29129',Mercer,MO,74968,64310,71476,69908,3719,3683,3709,3702,Non-Metro,Farming
'29137',Monroe,MO,153621,173744,176831,163163,8677,8733,8683,8560,Non-Metro,Farming
'29171',Putnam,MO,179123,251907,275647,234390,4941,4884,4844,4863,Non-Metro,Farming
'29185',St. Clair,MO,111057,115206,116796,109823,9522,9508,9467,9450,Non-Metro,Farming
'29197',Schuyler,MO,52812,57251,56390,52965,4390,4365,4398,4434,Non-Metro,Farming
'29199',Scotland,MO,94015,106127,103937,95442,4889,4919,4865,4859,Non-Metro,Farming
'29205',Shelby,MO,135868,145288,148436,135456,6238,6163,6126,6132,Non-Metro,Farming
'29227',Worth,MO,33426,39899,40663,34583,2084,2085,2061,2051,Non-Metro,Farming
'29229',Wright,MO,302512,313803,315752,344024,18620,18430,18298,18257,Non-Metro,Farming
'30005',Blaine,MT,138701,146920,146530,147665,6650,6577,6630,6587,Non-Metro,Farming
'30011',Carter,MT,50349,56745,54595,54168,1175,1164,1170,1171,Non-Metro,Farming
'30015',Chouteau,MT,159815,176124,166164,168342,5933,5853,5884,5757,Non-Metro,Farming
'30019',Daniels,MT,100544,99775,95142,97416,1785,1792,1808,1763,Non-Metro,Farming
'30033',Garfield,MT,43953,47131,44784,45228,1263,1279,1300,1312,Non-Metro,Farming
'30037',Golden Valley,MT,22793,28852,31244,35355,844,859,853,830,Metro,Farming
'30045',Judith Basin,MT,63111,73778,73045,72816,2024,2016,1994,1931,Non-Metro,Farming
'30051',Liberty,MT,69376,74381,73327,73636,2397,2372,2356,2401,Non-Metro,Farming
